"","EorP","CapShape","CapSurf","CapColor","Bruises","Odor","GillAtt","GillSpace","GillSize","GillColor","StalkShape","StalkRoot","SsurfAbove","SsurfBelow","ScolorAbove","ScolorBelow","VeilType","VeilColor","RingNum","RingType","Spore","Pop","Habitat"
"4999","p","x","y","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","d"
"5000","p","x","y","n","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"5001","p","f","f","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","v","d"
"5002","p","x","y","n","f","n","f","c","n","w","e","?","k","y","w","n","p","w","o","e","w","v","d"
"5003","p","b","s","b","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","r","v","g"
"5004","p","f","f","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","d"
"5005","p","f","y","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","d"
"5006","e","f","y","u","f","n","f","c","n","u","e","?","s","f","w","w","p","w","o","f","h","y","d"
"5007","p","x","f","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","v","g"
"5008","p","f","y","y","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","y","g"
"5009","p","f","f","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","y","g"
"5010","p","x","y","y","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","d"
"5011","e","x","y","e","t","n","f","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","w"
"5012","p","f","f","g","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","v","g"
"5013","p","x","y","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","v","g"
"5014","p","x","y","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","v","p"
"5015","p","f","y","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","v","p"
"5016","e","k","s","b","t","n","f","c","b","w","e","?","s","s","w","e","p","w","t","e","w","c","w"
"5017","p","f","y","y","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","d"
"5018","p","x","y","g","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","v","p"
"5019","p","x","f","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","d"
"5020","p","f","f","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","p"
"5021","p","f","s","w","t","f","f","c","b","h","t","b","s","f","w","w","p","w","o","p","h","v","u"
"5022","p","x","s","g","f","c","f","c","n","p","e","b","s","s","w","w","p","w","o","p","n","v","d"
"5023","p","f","y","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","d"
"5024","e","f","y","u","f","n","f","c","n","p","e","?","s","f","w","w","p","w","o","f","h","v","d"
"5025","p","x","f","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","d"
"5026","p","f","y","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","d"
"5027","p","x","f","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","g"
"5028","p","x","f","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","p"
"5029","p","x","s","g","t","f","f","c","b","p","t","b","f","s","w","w","p","w","o","p","h","s","u"
"5030","p","f","y","g","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","d"
"5031","p","f","f","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","p"
"5032","p","f","f","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","d"
"5033","p","x","y","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","d"
"5034","p","x","y","g","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","v","g"
"5035","p","x","y","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","d"
"5036","p","x","f","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","g"
"5037","p","x","y","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","p"
"5038","p","f","f","g","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","g"
"5039","p","f","f","y","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","y","d"
"5040","p","x","y","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","p"
"5041","p","f","f","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","v","p"
"5042","p","x","y","n","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l"
"5043","p","x","f","y","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","y","p"
"5044","p","x","y","y","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","p"
"5045","p","f","s","b","t","f","f","c","b","w","t","b","f","s","w","w","p","w","o","p","h","v","g"
"5046","p","f","f","g","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","d"
"5047","p","f","y","y","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","p"
"5048","p","x","f","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","p"
"5049","p","f","f","g","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","v","d"
"5050","p","x","y","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","d"
"5051","p","x","y","g","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","v","d"
"5052","p","x","y","e","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l"
"5053","e","k","y","b","t","n","f","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","w"
"5054","e","f","y","b","t","n","f","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","w"
"5055","p","x","y","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","d"
"5056","p","f","f","y","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","y","p"
"5057","p","x","y","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","g"
"5058","p","f","y","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","y","g"
"5059","p","x","s","b","t","f","f","c","b","w","t","b","s","f","w","w","p","w","o","p","h","s","u"
"5060","p","f","y","y","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","v","p"
"5061","p","x","s","w","t","f","f","c","b","p","t","b","f","f","w","w","p","w","o","p","h","s","u"
"5062","p","x","f","y","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","v","p"
"5063","p","x","y","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","p"
"5064","p","x","s","w","t","f","f","c","b","p","t","b","s","f","w","w","p","w","o","p","h","s","u"
"5065","p","f","s","b","t","f","f","c","b","p","t","b","f","f","w","w","p","w","o","p","h","s","g"
"5066","p","x","s","w","t","f","f","c","b","h","t","b","f","s","w","w","p","w","o","p","h","s","u"
"5067","p","f","f","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","d"
"5068","p","f","y","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","p"
"5069","p","x","f","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","g"
"5070","p","f","f","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","p"
"5071","e","x","y","w","f","n","f","c","n","u","e","?","s","f","w","w","p","w","o","f","h","y","d"
"5072","e","x","s","e","t","n","f","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","w"
"5073","p","x","y","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","v","g"
"5074","p","f","f","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","g"
"5075","p","x","y","n","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l"
"5076","p","x","y","g","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","v","p"
"5077","p","f","f","g","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","y","p"
"5078","p","f","f","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","p"
"5079","p","f","f","y","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","d"
"5080","e","f","f","e","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","n","y","d"
"5081","p","x","y","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","g"
"5082","p","f","y","y","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","v","d"
"5083","p","f","f","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","p"
"5084","p","x","y","y","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","y","g"
"5085","p","x","f","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","p"
"5086","p","k","f","y","f","n","f","c","n","w","e","?","k","y","w","n","p","w","o","e","w","v","d"
"5087","p","f","f","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","g"
"5088","e","k","f","c","f","n","f","w","n","w","e","b","f","s","w","n","p","w","o","e","w","v","l"
"5089","p","f","f","g","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","p"
"5090","p","f","y","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","y","p"
"5091","p","x","y","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","d"
"5092","p","x","y","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","p"
"5093","p","f","f","y","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","g"
"5094","p","f","y","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","v","d"
"5095","p","x","f","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","d"
"5096","p","f","f","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","v","p"
"5097","p","x","y","y","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","y","d"
"5098","p","b","y","p","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","r","v","g"
"5099","e","k","y","p","t","n","f","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","w"
"5100","p","x","y","y","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","p"
"5101","p","x","f","y","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","v","g"
"5102","e","k","y","b","t","n","f","c","b","e","e","?","s","s","w","e","p","w","t","e","w","c","w"
"5103","p","f","y","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","d"
"5104","p","x","s","w","t","f","f","c","b","p","t","b","s","s","w","w","p","w","o","p","h","s","u"
"5105","p","x","y","n","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"5106","p","x","y","n","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","d"
"5107","p","x","y","e","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"5108","p","f","g","w","t","n","f","w","n","w","e","b","s","s","w","w","p","w","o","p","w","c","l"
"5109","p","x","s","g","t","f","f","c","b","p","t","b","f","s","w","w","p","w","o","p","h","v","u"
"5110","e","f","y","c","f","n","f","w","n","w","e","b","f","s","w","n","p","w","o","e","w","v","l"
"5111","p","x","y","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","g"
"5112","p","f","y","y","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","d"
"5113","p","f","y","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","p"
"5114","e","f","y","p","t","n","f","c","b","w","e","?","s","s","w","e","p","w","t","e","w","c","w"
"5115","p","x","s","b","t","f","f","c","b","w","t","b","f","s","w","w","p","w","o","p","h","v","g"
"5116","p","x","s","g","t","f","f","c","b","h","t","b","s","f","w","w","p","w","o","p","h","s","g"
"5117","p","x","y","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"5118","e","k","y","c","f","n","f","w","n","w","e","b","s","f","w","n","p","w","o","e","w","v","l"
"5119","p","x","s","w","t","f","f","c","b","w","t","b","s","f","w","w","p","w","o","p","h","s","u"
"5120","p","x","s","w","t","f","f","c","b","h","t","b","s","f","w","w","p","w","o","p","h","v","g"
"5121","p","f","s","b","t","f","f","c","b","w","t","b","s","f","w","w","p","w","o","p","h","v","u"
"5122","p","f","s","b","t","f","f","c","b","p","t","b","s","s","w","w","p","w","o","p","h","v","g"
"5123","e","k","y","c","f","n","f","w","n","w","e","b","f","s","w","n","p","w","o","e","w","v","l"
"5124","p","x","y","g","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","v","d"
"5125","p","f","s","w","t","f","f","c","b","h","t","b","f","f","w","w","p","w","o","p","h","v","g"
"5126","p","f","s","g","t","f","f","c","b","w","t","b","s","s","w","w","p","w","o","p","h","s","u"
"5127","p","c","g","w","t","n","f","w","n","w","e","b","s","s","w","w","p","w","o","p","w","c","l"
"5128","p","x","s","g","t","f","f","c","b","p","t","b","s","f","w","w","p","w","o","p","h","s","u"
"5129","p","b","g","w","t","n","f","w","n","w","e","b","s","s","w","w","p","w","o","p","w","c","l"
"5130","p","x","s","b","t","f","f","c","b","p","t","b","s","s","w","w","p","w","o","p","h","v","g"
"5131","p","f","s","w","t","f","f","c","b","h","t","b","f","f","w","w","p","w","o","p","h","s","u"
"5132","p","b","f","y","f","n","f","c","n","w","e","?","k","y","w","y","p","w","o","e","w","v","d"
"5133","p","x","y","n","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d"
"5134","p","x","y","n","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","d"
"5135","e","k","s","n","t","n","f","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","w"
"5136","e","k","y","b","t","n","f","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","w"
"5137","p","f","s","w","t","f","f","c","b","w","t","b","s","s","w","w","p","w","o","p","h","v","g"
"5138","p","f","s","b","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","r","v","m"
"5139","p","f","y","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","p"
"5140","p","x","y","g","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","g"
"5141","p","f","s","b","t","n","f","c","b","r","e","b","s","s","w","w","p","w","t","p","r","v","g"
"5142","p","x","y","n","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"5143","p","x","y","e","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"5144","p","f","f","g","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","d"
"5145","e","x","s","e","t","n","f","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","w"
"5146","p","x","y","n","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","l"
"5147","p","x","f","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","g"
"5148","p","x","y","n","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","d"
"5149","e","f","f","n","f","n","f","w","n","w","e","b","s","f","w","n","p","w","o","e","w","v","l"
"5150","p","x","y","n","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"5151","e","x","s","b","t","n","f","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","w"
"5152","e","f","y","n","t","n","f","c","b","w","e","?","s","s","w","e","p","w","t","e","w","c","w"
"5153","p","f","y","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","p"
"5154","p","f","y","b","t","n","f","c","b","r","e","b","s","s","w","w","p","w","t","p","r","v","m"
"5155","p","x","y","n","f","n","f","c","n","w","e","?","k","y","w","y","p","w","o","e","w","v","d"
"5156","p","x","y","n","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"5157","p","x","s","b","t","f","f","c","b","w","t","b","s","s","w","w","p","w","o","p","h","s","g"
"5158","p","x","s","b","t","f","f","c","b","h","t","b","f","s","w","w","p","w","o","p","h","v","g"
"5159","p","f","y","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","p"
"5160","p","f","s","g","t","f","f","c","b","w","t","b","s","f","w","w","p","w","o","p","h","v","g"
"5161","p","x","y","n","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"5162","p","x","s","b","t","f","f","c","b","p","t","b","f","s","w","w","p","w","o","p","h","v","g"
"5163","p","f","f","n","f","n","f","c","n","w","e","?","k","y","w","y","p","w","o","e","w","v","d"
"5164","e","x","y","e","t","n","f","c","b","w","e","?","s","s","w","w","p","w","t","e","w","c","w"
"5165","p","f","s","b","t","f","f","c","b","w","t","b","f","f","w","w","p","w","o","p","h","s","g"
"5166","p","f","s","w","t","f","f","c","b","p","t","b","f","s","w","w","p","w","o","p","h","s","g"
"5167","e","k","y","e","t","n","f","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","w"
"5168","p","x","f","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","y","p"
"5169","p","x","f","n","f","n","f","c","n","w","e","?","k","y","w","n","p","w","o","e","w","v","d"
"5170","e","x","y","n","t","n","f","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","w"
"5171","p","x","y","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","g"
"5172","p","f","s","b","t","f","f","c","b","h","t","b","f","s","w","w","p","w","o","p","h","v","g"
"5173","p","f","s","b","t","f","f","c","b","h","t","b","f","s","w","w","p","w","o","p","h","s","g"
"5174","p","f","y","y","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","v","g"
"5175","p","f","y","y","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","v","d"
"5176","e","x","s","p","t","n","f","c","b","w","e","?","s","s","w","w","p","w","t","e","w","c","w"
"5177","e","f","s","p","t","n","f","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","w"
